ms,T_rawC,T_filtC,u_PID_pct,SP_C,Fan_in_pct,Fan_out_pct,safety,u_delay_us,gate
657874,27,27.3,37.75,26,82.6,82.6,0,6225,1
658884,26.38,27.25,36.18,26,84.4,84.4,0,6381,1
659894,26.94,27.06,35.95,26,85.5,85.5,0,6405,1
660904,26.3,26.95,34.55,26,86.7,86.7,0,6544,1
661914,26.16,26.8,34.45,26,87.5,87.5,0,6554,1
662924,26.21,26.7,33.37,26,88.4,88.4,0,6662,1
663934,26.85,26.6,33.01,26,89.1,89.1,0,6698,1
664944,26.52,26.6,32.26,26,90,90,0,6773,1
665954,26.35,26.58,31.61,26,90.8,90.8,0,6838,1
666964,26.29,26.56,31.03,26,91.6,91.6,0,6897,1
667974,25.33,26.51,30.59,26,92.2,92.2,0,6941,1
668984,25.89,26.41,30.32,26,92.6,92.6,0,6968,1
669994,26.01,26.31,30.17,26,92.9,92.9,0,6982,1
671004,26.21,26.24,29.99,26,93.2,93.2,0,7000,1
672014,26.29,26.21,29.86,26,93.4,93.4,0,7013,1
673024,26.71,26.21,29.64,26,93.7,93.7,0,7035,1
674034,25.95,26.22,29.39,26,94,94,0,7060,1
675044,25.37,26.21,29.11,26,94.4,94.4,0,7088,1
676054,26.09,26.15,29.1,26,94.4,94.4,0,7090,1
677064,25.9,26.08,29.31,26,94.4,94.4,0,7068,1
678074,25.79,26.05,29.14,26,94.4,94.4,0,7086,1
679084,25.39,25.93,29.89,26,94.1,94.1,0,7010,1
680094,25.65,25.84,29.75,26,93.7,93.7,0,7024,1
681104,25.63,25.76,30.34,26,93.2,93.2,0,6965,1
682114,25.52,25.72,30.54,26,92.8,92.8,0,6945,1
683124,25.95,25.67,31.15,26,92.2,92.2,0,6884,1
684134,25.73,25.69,31.31,26,91.8,91.8,0,6869,1
685144,25.49,25.71,31.56,26,91.4,91.4,0,6844,1
686154,25.79,25.69,31.98,26,90.9,90.9,0,6802,1
687164,25.66,25.7,32.29,26,90.5,90.5,0,6771,1
688174,25.76,25.71,32.57,26,90.1,90.1,0,6742,1
689184,25.82,25.73,32.84,26,89.7,89.7,0,6716,1
690194,26.57,25.77,33.02,26,89.4,89.4,0,6697,1
691204,25.63,25.77,33.25,26,89.1,89.1,0,6675,1
692214,26.41,25.77,33.57,26,88.7,88.7,0,6642,1
693224,26.68,25.86,33.53,26,88.7,88.7,0,6646,1
694234,26.79,26.04,33.32,26,88.9,88.9,0,6667,1
695244,26.66,26.15,32.82,26,89.5,89.5,0,6718,1
696254,26.67,26.28,31.89,26,90.2,90.2,0,6811,1
697264,26.55,26.33,31.8,26,90.8,90.8,0,6819,1
698274,26.21,26.35,31.51,26,91.3,91.3,0,6848,1
699284,26.18,26.26,31.25,26,91.5,91.5,0,6874,1
700294,25.97,26.19,31.39,26,91.6,91.6,0,6861,1
701304,25.75,26.15,31.08,26,91.8,91.8,0,6891,1
702314,25.73,26.05,31.53,26,91.7,91.7,0,6847,1
703324,25.59,25.97,31.39,26,91.5,91.5,0,6861,1
704334,25.66,25.87,32,26,91.1,91.1,0,6799,1
705344,25.28,25.81,32.02,26,90.7,90.7,0,6797,1
706354,24.61,25.7,32.57,26,90.1,90.1,0,6743,1
707364,25.32,25.63,33.1,26,89.4,89.4,0,6690,1
708374,25.46,25.57,33.69,26,88.6,88.6,0,6630,1
709384,25.37,25.55,34.21,26,88,88,0,6578,1
710394,25.7,25.51,34.84,26,87.2,87.2,0,6516,1
711404,26.33,25.53,35.36,26,86.5,86.5,0,6464,1
712414,25.66,25.57,35.71,26,86,86,0,6428,1
713424,24.46,25.57,36.13,26,85.4,85.4,0,6386,1
714434,25.51,25.57,36.63,26,84.7,84.7,0,6337,1
715444,25.32,25.53,37.23,26,84,84,0,6276,1
716454,25.34,25.5,37.88,26,83.1,83.1,0,6212,1
717464,25.72,25.48,38.54,26,82.3,82.3,0,6145,1
718474,25.61,25.49,39.02,26,81.6,81.6,0,6098,1
719484,25.8,25.54,39.17,26,81.1,81.1,0,6083,1
720494,26.17,25.59,39.77,26,80.6,80.6,0,6022,1
721504,26.88,25.67,39.63,26,80.2,80.2,0,6036,1
722514,25.61,25.72,40.22,26,79.9,79.9,0,5978,1
723524,25.79,25.75,40.39,26,79.6,79.6,0,5960,1
724534,25.88,25.76,40.68,26,79.2,79.2,0,5932,1
725544,25.82,25.78,40.84,26,78.9,78.9,0,5915,1
726554,25.75,25.78,41.15,26,78.6,78.6,0,5884,1
727564,25.08,25.71,41.57,26,78,78,0,5842,1
728574,25.19,25.64,42.1,26,77.4,77.4,0,5790,1
729584,25.35,25.54,42.79,26,76.5,76.5,0,5720,1
730594,25.38,25.51,43.38,26,75.8,75.8,0,5661,1
731604,25.82,25.47,44.04,26,74.9,74.9,0,5595,1
732614,25.11,25.41,44.7,26,74,74,0,5529,1
733624,24.83,25.35,45.57,26,72.9,72.9,0,5442,1
734634,25.07,25.28,46.44,26,71.8,71.8,0,5356,1
735644,25.63,25.24,47.38,26,70.6,70.6,0,5261,1
736654,24.96,25.3,47.89,26,69.6,69.6,0,5211,1
737664,25.27,25.32,48.82,26,68.6,68.6,0,5118,1
738674,25.11,25.26,49.86,26,67.5,67.5,0,5013,1
739684,25.14,25.24,50.57,26,66.3,66.3,0,4942,1
740694,25.28,25.23,51.43,26,65.2,65.2,0,4856,1
741704,25.28,25.23,52.28,26,64.1,64.1,0,4772,1
742714,25.42,25.23,53.09,26,63,63,0,4690,1
744734,25.99,25.25,54.64,26,60.8,60.8,0,4535,1
745744,25.02,25.25,55.55,26,59.7,59.7,0,4444,1
746754,25.18,25.23,56.51,26,58.4,58.4,0,4348,1
747764,25.79,25.24,57.32,26,57.3,57.3,0,4267,1
748774,25.75,25.35,57.83,26,56.6,56.6,0,4216,1
749784,25.62,25.42,58.32,26,55.9,55.9,0,4167,1
750794,25.7,25.48,58.75,26,55.3,55.3,0,4124,1
751804,26.09,25.54,59.2,26,54.7,54.7,0,4080,1
752814,25.19,25.54,59.65,26,54.1,54.1,0,4035,1
753824,25.48,25.52,60.18,26,53.4,53.4,0,3981,1
754834,25.61,25.52,60.71,26,52.7,52.7,0,3928,1
755844,25.56,25.53,61.22,26,52,52,0,3877,1
756854,26,25.53,61.76,26,51.3,51.3,0,3823,1
757864,25.65,25.61,61.84,26,50.8,50.8,0,3816,1
758874,25.8,25.66,62.33,26,50.4,50.4,0,3766,1
759884,26.15,25.72,62.14,26,50.2,50.2,0,3786,1
760894,25.89,25.79,62.63,26,50,50,0,3737,1
761904,26.06,25.86,62.46,26,49.9,49.9,0,3753,1
762914,26.1,25.88,62.74,26,49.8,49.8,0,3725,1
763924,26.24,25.93,62.56,26,49.8,49.8,0,3744,1
764934,26.23,25.99,62.64,26,49.8,49.8,0,3736,1
765944,26.6,26.05,62.24,26,50,50,0,3775,1
766954,26.52,26.1,62.26,26,50.3,50.3,0,3773,1
767964,25.54,26.16,61.95,26,50.6,50.6,0,3804,1
768974,26.49,26.2,61.66,26,51,51,0,3833,1
769984,26.49,26.26,61.27,26,51.5,51.5,0,3873,1
770994,26.78,26.3,60.87,26,52,52,0,3913,1
772004,26.89,26.37,60.34,26,52.7,52.7,0,3966,1
773014,26.57,26.47,59.73,26,53.5,53.5,0,4026,1
774024,26.48,26.52,59,26,54.4,54.4,0,4100,1
775034,27.34,26.52,58.43,26,55.1,55.1,0,4157,1
776044,26.98,26.55,57.79,26,56,56,0,4221,1
777054,26.97,26.65,56.57,26,57.2,57.2,0,4343,1
778064,27.18,26.7,56,26,58.3,58.3,0,4400,1
779074,27.16,26.78,54.63,26,59.6,59.6,0,4536,1
780084,26.99,26.85,53.98,26,60.9,60.9,0,4602,1
781094,27.1,26.91,52.68,26,62.3,62.3,0,4732,1
782104,27.91,26.94,51.8,26,63.7,63.7,0,4819,1
783114,27.1,26.99,50.51,26,65.3,65.3,0,4948,1
784124,27.16,27.01,49.49,26,66.8,66.8,0,5050,1
785134,27.51,27.04,48.19,26,68.3,68.3,0,5180,1
786144,26.99,27.06,47.13,26,69.9,69.9,0,5286,1
787154,27.28,27.07,45.83,26,71.6,71.6,0,5416,1
788164,27.1,27.07,44.66,26,73.2,73.2,0,5533,1
789174,26.07,27.07,43.49,26,74.7,74.7,0,5650,1
790184,26.8,27,42.56,26,76,76,0,5744,1
791194,26.69,26.9,41.77,26,77.1,77.1,0,5822,1
792204,26.33,26.85,40.91,26,78.3,78.3,0,5909,1
793214,26.39,26.79,40.17,26,79.3,79.3,0,5982,1
794224,26.12,26.65,39.59,26,80.1,80.1,0,6040,1
795234,26,26.56,39.25,26,80.6,80.6,0,6075,1
796244,26.06,26.43,38.9,26,81.2,81.2,0,6109,1
797254,25.66,26.34,38.74,26,81.5,81.5,0,6126,1
798264,25.96,26.24,38.97,26,81.6,81.6,0,6103,1
799274,25.93,26.19,38.54,26,81.8,81.8,0,6146,1
800284,25.9,26.13,38.74,26,81.9,81.9,0,6125,1
801294,26.13,26.07,38.53,26,81.9,81.9,0,6146,1
802304,25.96,26.06,38.53,26,81.9,81.9,0,6146,1
803314,25.83,26.06,38.45,26,82,82,0,6155,1
804324,26.64,26.05,38.33,26,82.1,82.1,0,6166,1
805334,26.6,26.06,38.33,26,82.2,82.2,0,6166,1
806344,26.01,26.13,38.17,26,82.5,82.5,0,6182,1
807354,25.91,26.12,37.91,26,82.7,82.7,0,6208,1
808364,26.19,26.1,37.86,26,82.8,82.8,0,6214,1
809374,26.16,26.1,37.76,26,82.9,82.9,0,6223,1
810384,26.02,26.1,37.63,26,83.1,83.1,0,6236,1
811394,26.12,26.11,37.51,26,83.3,83.3,0,6248,1
812404,26.34,26.11,37.38,26,83.4,83.4,0,6261,1
813414,25.99,26.08,37.31,26,83.5,83.5,0,6269,1
814424,25.82,26.04,37.36,26,83.5,83.5,0,6264,1
815434,25.98,26,37.41,26,83.4,83.4,0,6258,1
816444,25.71,25.98,37.49,26,83.3,83.3,0,6250,1
817454,25.98,25.93,37.82,26,83.1,83.1,0,6218,1
818464,25.88,25.91,37.8,26,83,83,0,6220,1
819474,25.86,25.9,37.98,26,82.8,82.8,0,6202,1
820484,25.7,25.89,38.07,26,82.6,82.6,0,6193,1
821494,25.41,25.85,38.46,26,82.3,82.3,0,6154,1
822504,24.73,25.8,38.61,26,82,82,0,6139,1
823514,25.71,25.59,40.07,26,80.9,80.9,0,5992,1
824524,25.54,25.61,39.83,26,80.4,80.4,0,6016,1
825534,25.87,25.63,40.1,26,80,80,0,5989,1
826544,25.69,25.64,40.55,26,79.5,79.5,0,5944,1
827554,25.53,25.67,40.91,26,79,79,0,5909,1
828564,25.61,25.66,41.27,26,78.5,78.5,0,5872,1
829574,26.04,25.65,41.68,26,78,78,0,5831,1
830584,25.54,25.63,42.11,26,77.4,77.4,0,5789,1
831594,25.66,25.63,42.51,26,76.9,76.9,0,5749,1
832604,25.67,25.66,42.87,26,76.4,76.4,0,5713,1
833614,25.67,25.66,43.21,26,75.9,75.9,0,5678,1
834624,25.79,25.67,43.58,26,75.4,75.4,0,5642,1
835634,25.53,25.68,43.9,26,75,75,0,5610,1
836644,26.21,25.68,44.25,26,74.5,74.5,0,5575,1
837654,26.03,25.71,44.55,26,74.1,74.1,0,5545,1
838664,25.37,25.79,44.38,26,74,74,0,5561,1
839674,25.47,25.72,45.06,26,73.4,73.4,0,5494,1
840684,25.73,25.66,45.63,26,72.8,72.8,0,5436,1
841694,25.69,25.66,45.91,26,72.3,72.3,0,5408,1
842704,25.65,25.67,46.23,26,71.9,71.9,0,5377,1
843714,25.71,25.69,46.56,26,71.4,71.4,0,5343,1
844724,25.82,25.7,46.81,26,71,71,0,5319,1
845734,25.56,25.69,47.23,26,70.5,70.5,0,5277,1
846744,25.63,25.66,47.75,26,70,70,0,5225,1
847754,25.57,25.64,48.12,26,69.4,69.4,0,5188,1
848764,25.44,25.61,48.58,26,68.8,68.8,0,5141,1
849774,25.42,25.58,49.09,26,68.1,68.1,0,5090,1
850784,25.25,25.54,49.68,26,67.4,67.4,0,5032,1
851794,25,25.51,50.27,26,66.6,66.6,0,4973,1
852804,25.28,25.48,50.89,26,65.8,65.8,0,4910,1
853814,25.26,25.45,51.5,26,65,65,0,4849,1
854824,25.37,25.41,52.23,26,64,64,0,4776,1
855834,25.12,25.35,52.99,26,63,63,0,4701,1
856844,25.46,25.32,53.82,26,62,62,0,4618,1
857854,25.53,25.31,54.53,26,60.8,60.8,0,4547,1
858864,25.39,25.29,55.48,26,59.8,59.8,0,4451,1
859874,24.81,25.26,56.52,26,58.6,58.6,0,4347,1
860884,24.84,25.22,57.25,26,57.4,57.4,0,4275,1
861894,24.97,25.17,58.42,26,56.1,56.1,0,4157,1
862904,25.33,25.18,59.13,26,55,55,0,4086,1
863914,25.01,25.2,59.87,26,53.8,53.8,0,4012,1
864924,25.17,25.17,60.91,26,52.6,52.6,0,3908,1
865934,25.39,25.16,61.87,26,51.4,51.4,0,3813,1
866944,24.96,25.16,62.77,26,50.1,50.1,0,3722,1
867954,25.22,25.12,63.87,26,48.7,48.7,0,3612,1
868964,24.81,25.14,64.77,26,47.5,47.5,0,3522,1
869974,24.61,25.15,65.67,26,46.3,46.3,0,3433,1
870984,25.34,25.16,66.57,26,45.1,45.1,0,3342,1
871994,25.17,25.2,67.35,26,44,44,0,3265,1
873004,25.52,25.19,68.23,26,42.8,42.8,0,3176,1
874014,25.14,25.2,69.11,26,41.7,41.7,0,3089,1
875024,25.13,25.19,69.97,26,40.5,40.5,0,3002,1
876034,25.59,25.2,70.85,26,39.3,39.3,0,2914,1
877044,24.99,25.18,71.72,26,38.2,38.2,0,2827,1
878054,25.29,25.17,72.77,26,36.8,36.8,0,2722,1
879064,25.47,25.19,73.4,26,35.7,35.7,0,2659,1
880074,25.46,25.22,74.42,26,34.6,34.6,0,2558,1
881084,29.78,25.28,74.92,26,33.6,33.6,0,2508,1
882094,31.34,25.73,74.6,26,34.2,34.2,0,2540,1
883104,25.82,26.54,70.51,26,36.6,36.6,0,2949,1
884114,25.8,26.43,72.26,26,36.7,36.7,0,2774,1
885124,25.78,26.27,72.7,26,36.8,36.8,0,2729,1
886134,25.67,26.19,72.18,26,37,37,0,2781,1
887144,26.24,26.11,72.33,26,37,37,0,2766,1
888154,26.55,26.12,72.06,26,37.2,37.2,0,2793,1
889164,26.02,26.14,71.86,26,37.4,37.4,0,2814,1
890174,26.31,26.13,71.75,26,37.6,37.6,0,2824,1
891184,26.54,26.16,71.54,26,37.9,37.9,0,2846,1
892194,26.5,26.21,71.21,26,38.3,38.3,0,2878,1
893204,26.46,26.25,70.85,26,38.7,38.7,0,2915,1
894214,26.3,26.28,70.51,26,39.2,39.2,0,2948,1
895224,26.82,26.28,70.2,26,39.6,39.6,0,2980,1
896234,26.88,26.38,69.72,26,40.2,40.2,0,3027,1
897244,27.37,26.49,68.91,26,41.2,41.2,0,3108,1
898254,27.56,26.71,66.88,26,42.7,42.7,0,3311,1
899264,27.27,26.86,66.49,26,44.2,44.2,0,3350,1
900274,27.19,26.98,64.94,26,45.9,45.9,0,3505,1
901284,27.42,27.02,64,26,47.4,47.4,0,3599,1
902294,27.56,27.11,62.35,26,49.2,49.2,0,3765,1
903304,27.59,27.18,61.26,26,51,51,0,3874,1
904314,27.75,27.28,59.38,26,53,53,0,4061,1
905324,27.5,27.34,58.11,26,55.1,55.1,0,4188,1
906334,27.49,27.44,56.06,26,57.4,57.4,0,4394,1
907344,28.19,27.49,54.65,26,59.6,59.6,0,4535,1
908354,28.1,27.63,52.46,26,62.5,62.5,0,4753,1
909364,27.57,27.72,50.43,26,65.1,65.1,0,4957,1
910374,27.43,27.75,48.45,26,67.7,67.7,0,5155,1
911384,27.46,27.75,46.56,26,70.2,70.2,0,5343,1
912394,27.58,27.69,44.85,26,72.5,72.5,0,5515,1
913404,27.51,27.66,43.09,26,74.9,74.9,0,5690,1
914414,27.75,27.64,41.35,26,77.2,77.2,0,5864,1
915424,27.57,27.62,39.62,26,79.6,79.6,0,6038,1
916434,27.05,27.57,38,26,81.7,81.7,0,6199,1
917444,27.27,27.5,36.46,26,83.8,83.8,0,6354,1
918454,26.94,27.46,34.84,26,86,86,0,6515,1
919464,26.81,27.33,34.14,26,87.7,87.7,0,6585,1
920474,26.43,27.21,32.53,26,89.2,89.2,0,6746,1
921484,26.36,27.04,32.31,26,90.4,90.4,0,6768,1
922494,26.18,26.92,30.92,26,91.5,91.5,0,6908,1
923504,26.18,26.77,30.87,26,92.3,92.3,0,6912,1
924514,26.27,26.68,29.8,26,93.2,93.2,0,7019,1
925524,26.27,26.57,29.67,26,93.8,93.8,0,7032,1
926534,26.15,26.52,28.9,26,94.5,94.5,0,7109,1
927544,25.89,26.45,28.83,26,95,95,0,7117,1
928554,27.03,26.45,28.02,26,95.7,95.7,0,7197,1
929564,26.22,26.44,27.55,26,96.3,96.3,0,7245,1
930574,25.87,26.42,27.13,26,96.9,96.9,0,7287,1
931584,25.79,26.31,26.99,26,97.1,97.1,0,7301,1
932594,25.69,26.23,26.9,26,97.3,97.3,0,7310,1
933604,25.7,26.11,27.01,26,97.2,97.2,0,7298,1
934614,25.61,26.02,27.07,26,97.2,97.2,0,7292,1
935624,25.61,25.95,27.31,26,96.9,96.9,0,7269,1
936634,25.8,25.87,27.54,26,96.7,96.7,0,7246,1
937644,26.84,25.83,27.86,26,96.3,96.3,0,7214,1
938654,25.9,25.83,28,26,96,96,0,7200,1
939664,25.9,25.84,28.21,26,95.8,95.8,0,7179,1
940674,26.06,25.86,28.3,26,95.6,95.6,0,7170,1
941684,25.59,25.86,28.47,26,95.5,95.5,0,7153,1
942694,26.28,25.89,28.47,26,95.3,95.3,0,7153,1
943704,26.53,25.93,28.56,26,95.3,95.3,0,7143,1
944714,25.53,26.03,28.02,26,95.6,95.6,0,7198,1
945724,26.43,26.09,28.14,26,95.8,95.8,0,7186,1
946734,26.49,26.17,27.49,26,96.2,96.2,0,7250,1
947744,26.21,26.25,27.4,26,96.7,96.7,0,7259,1
948754,26.6,26.32,26.9,26,97.3,97.3,0,7310,1
949764,27.2,26.38,26.36,26,98,98,0,7363,1
950774,26.31,26.42,25.8,26,98.7,98.7,0,7419,1
951784,25.79,26.38,25.48,26,99.1,99.1,0,7452,1
952794,26.05,26.31,25.26,26,99.5,99.5,0,7474,1
953804,26.84,26.28,25.01,26,99.8,99.8,0,7498,1
954814,26.72,26.33,25,26,100,100,0,7500,1
955824,26.84,26.44,25,26,100,100,0,7500,1
956834,26.88,26.5,25,26,100,100,0,7500,1
957844,27.85,26.64,25,26,100,100,0,7500,1
958854,26.44,26.75,25,26,100,100,0,7500,1
959864,26.44,26.67,25,26,100,100,0,7500,1
960874,26.49,26.63,25,26,100,100,0,7500,1
961884,26.64,26.61,25,26,100,100,0,7500,1
962894,26.66,26.62,25,26,100,100,0,7500,1
963904,26.56,26.62,25,26,100,100,0,7500,1
964914,27.37,26.58,25,26,100,100,0,7500,1
965924,26.92,26.6,25,26,100,100,0,7500,1
966934,26.53,26.63,25,26,100,100,0,7500,1
967944,26.37,26.61,25,26,100,100,0,7500,1
968954,26.25,26.56,25,26,100,100,0,7500,1
969964,26.55,26.5,25,26,100,100,0,7500,1
970974,26.78,26.49,25,26,100,100,0,7500,1
971984,27.29,26.57,25,26,100,100,0,7500,1
972994,27.64,26.69,25,26,100,100,0,7500,1
974004,27.88,26.92,25,26,100,100,0,7500,1
975014,28.26,27.19,25,26,100,100,0,7500,1
976024,27.96,27.34,25,26,100,100,0,7500,1
977034,27.67,27.49,25,26,100,100,0,7500,1
978044,27.54,27.54,25,26,100,100,0,7500,1
979054,27.2,27.54,25,26,100,100,0,7500,1
980064,27.18,27.49,25,26,100,100,0,7500,1
981074,26.88,27.39,25,26,100,100,0,7500,1
982084,26.6,27.3,25,26,100,100,0,7500,1
983094,26.72,27.15,25,26,100,100,0,7500,1
984104,26.39,27.07,25,26,100,100,0,7500,1
985114,26.5,27.03,25,26,100,100,0,7500,1
986124,26.81,27.03,25,26,100,100,0,7500,1
987134,27.08,27.07,25,26,100,100,0,7500,1
988144,27.03,27.07,25,26,100,100,0,7500,1
989154,27.02,27.06,25,26,100,100,0,7500,1
990164,26.99,27.04,25,26,100,100,0,7500,1
991174,26.82,27.02,25,26,100,100,0,7500,1
992184,26.26,26.98,25,26,100,100,0,7500,1
993194,26.36,26.84,25,26,100,100,0,7500,1
994204,25.6,26.69,25,26,100,100,0,7500,1
995214,25.75,26.58,25,26,100,100,0,7500,1
996224,25.97,26.42,25,26,100,100,0,7500,1
997234,25.87,26.34,25,26,100,100,0,7500,1
998244,25.96,26.25,25,26,100,100,0,7500,1
999254,25.69,26.18,25,26,100,100,0,7500,1
1000264,25.68,26.07,25.21,26,99.9,99.9,0,7479,1
1001274,25.84,26,25,26,99.9,99.9,0,7500,1
1002284,25.46,25.91,25.61,26,99.7,99.7,0,7438,1
1003294,25.45,25.84,25.56,26,99.3,99.3,0,7443,1
1004304,25.44,25.74,26.32,26,98.8,98.8,0,7368,1
1005314,25.62,25.69,26.45,26,98.2,98.2,0,7355,1
1006324,25.86,25.65,26.93,26,97.7,97.7,0,7307,1
1007334,25.41,25.64,27.31,26,97.1,97.1,0,7269,1
1008344,25.28,25.6,28,26,96.5,96.5,0,7200,1
1009354,25.97,25.58,28.36,26,95.8,95.8,0,7163,1
1010364,26.7,25.52,29,26,94.9,94.9,0,7100,1
1011374,25.9,25.59,29.3,26,94.5,94.5,0,7069,1
1012384,26.01,25.69,29.45,26,94.3,94.3,0,7055,1
1013394,25.82,25.74,29.63,26,94,94,0,7036,1
1014404,25.56,25.75,29.89,26,93.6,93.6,0,7010,1
1015414,25.6,25.72,30.22,26,93.2,93.2,0,6978,1
1016424,25.47,25.71,30.57,26,92.7,92.7,0,6942,1
1017434,25.43,25.67,30.96,26,92.2,92.2,0,6904,1
1018444,25.37,25.64,31.45,26,91.6,91.6,0,6854,1
1019454,24.98,25.58,32.26,26,90.8,90.8,0,6774,1
1020464,24.9,25.5,32.73,26,90,90,0,6727,1
1021474,25.46,25.39,33.88,26,88.9,88.9,0,6611,1
1022484,25.53,25.4,34.22,26,88.1,88.1,0,6578,1
1023494,25.82,25.44,34.6,26,87.3,87.3,0,6539,1
1024504,25.78,25.48,35.24,26,86.7,86.7,0,6475,1
1025514,26.28,25.55,35.39,26,86.1,86.1,0,6460,1
1026524,25.9,25.6,35.95,26,85.6,85.6,0,6404,1
1027534,25.48,25.65,36.12,26,85.2,85.2,0,6388,1
1028544,25.56,25.65,36.61,26,84.7,84.7,0,6339,1
1029554,25.65,25.64,37.07,26,84.1,84.1,0,6292,1
1030564,25.75,25.64,37.45,26,83.6,83.6,0,6255,1
1031574,25.54,25.64,37.83,26,83.1,83.1,0,6217,1
1032584,26.23,25.64,38.24,26,82.6,82.6,0,6176,1
1033594,25.43,25.7,38.43,26,82.3,82.3,0,6156,1
1034604,25.48,25.71,38.7,26,81.9,81.9,0,6130,1
1035614,25.31,25.67,39.14,26,81.3,81.3,0,6085,1
1036624,24.94,25.58,39.69,26,80.6,80.6,0,6031,1
1037634,25.88,25.5,40.44,26,79.7,79.7,0,5955,1
1038644,25.83,25.56,40.87,26,79.1,79.1,0,5912,1
1039654,25.96,25.61,41.18,26,78.7,78.7,0,5881,1
1040664,25.72,25.7,41.1,26,78.4,78.4,0,5890,1
1041674,26.03,25.75,41.53,26,78.1,78.1,0,5846,1
1042684,25.62,25.78,41.67,26,77.9,77.9,0,5833,1
1043694,25.53,25.77,41.98,26,77.5,77.5,0,5802,1
1044704,25.27,25.73,42.52,26,77,77,0,5747,1
1045714,26.41,25.7,42.7,26,76.6,76.6,0,5730,1
1046724,27.39,25.74,42.35,26,76.3,76.3,0,5765,1
1047734,26.58,25.85,42.91,26,76.2,76.2,0,5708,1
1048744,25.52,25.93,43.19,26,76.3,76.3,0,5680,1
1049754,25.21,25.85,43.11,26,75.9,75.9,0,5688,1
1050764,24.96,25.7,43.74,26,75.2,75.2,0,5626,1
1051774,25.08,25.59,44.4,26,74.3,74.3,0,5560,1
1052784,24.96,25.44,45.29,26,73.2,73.2,0,5470,1
1053794,24.91,25.34,46.19,26,72.1,72.1,0,5380,1
1054804,24.87,25.23,47.23,26,70.8,70.8,0,5276,1
1055814,25.95,25.17,48.21,26,69.5,69.5,0,5179,1
1056824,25.14,25.14,49.22,26,68.2,68.2,0,5077,1
1057834,24.45,25.13,50.16,26,66.9,66.9,0,4984,1
1058844,25.35,25.06,51.31,26,65.4,65.4,0,4868,1
1059854,25.2,25,52.43,26,63.7,63.7,0,4756,1
1060864,25.14,25.03,53.62,26,62.4,62.4,0,4637,1
1061874,24.94,25,54.84,26,60.9,60.9,0,4515,1
1062884,24.96,24.99,55.88,26,59.4,59.4,0,4411,1
1063894,24.82,24.95,57.23,26,57.8,57.8,0,4277,1
1064904,24.86,24.92,58.31,26,56.2,56.2,0,4168,1
1065914,24.77,24.89,59.71,26,54.5,54.5,0,4028,1
1066924,24.62,24.86,60.88,26,52.8,52.8,0,3911,1
1067934,24.56,24.8,62.45,26,51,51,0,3755,1
1068944,24.65,24.77,63.65,26,49.2,49.2,0,3634,1
1069954,24.41,24.72,65.26,26,47,47,0,3473,1
1070964,24.63,24.67,66.81,26,45,45,0,3318,1
1071974,24.21,24.58,68.5,26,42.8,42.8,0,3149,1
1072984,25.05,24.63,69.91,26,40.9,40.9,0,3008,1
1073994,24.77,24.71,71.14,26,39.2,39.2,0,2885,1
1075004,24.05,24.65,72.58,26,37.3,37.3,0,2742,1
1076014,24.36,24.56,74.4,26,34.9,34.9,0,2559,1
1077024,29.78,24.49,76.14,26,32.7,32.7,0,2385,1
1079044,30.08,25.98,75.37,26,33.2,33.2,0,2463,1
1080054,24.74,26.55,73.04,26,35.8,35.8,0,2696,1
1081064,24.85,26.25,74.63,26,35.4,35.4,0,2536,1
1082074,24.44,25.98,73.76,26,34.9,34.9,0,2623,1
1083084,25.42,25.65,75.76,26,33.8,33.8,0,2424,1
1084094,31.08,25.56,75.39,26,33,33,0,2460,1
1085104,25.18,26.29,71.39,26,35,35,0,2860,1
1086114,24.94,26.39,73.1,26,35.7,35.7,0,2690,1
1087124,24.94,26.03,74.8,26,34.9,34.9,0,2520,1
1088134,25.36,25.84,74.23,26,34.4,34.4,0,2577,1
1089144,28.14,25.7,75.16,26,33.7,33.7,0,2484,1
1090154,31.25,25.93,74.54,26,34,34,0,2545,1
1091164,25.73,26.35,73.3,26,35.5,35.5,0,2670,1
1092174,26.29,26.25,73.2,26,35.6,35.6,0,2680,1
1093184,25.9,26.15,73.24,26,35.6,35.6,0,2676,1
1094194,25.97,26.1,73.22,26,35.6,35.6,0,2678,1
1095204,26.22,26.06,73.24,26,35.6,35.6,0,2675,1
1096214,25.86,26.04,73.2,26,35.7,35.7,0,2679,1
1097224,26.12,26.05,73.15,26,35.8,35.8,0,2684,1
1098234,26.57,26.07,73.06,26,35.9,35.9,0,2693,1
1099244,25.58,26.12,72.82,26,36.2,36.2,0,2717,1
1100254,26.01,26.09,72.87,26,36.3,36.3,0,2712,1
1101264,26.13,26.07,72.71,26,36.3,36.3,0,2728,1
1102274,26.13,26.08,72.57,26,36.5,36.5,0,2742,1
1103284,26.18,26.09,72.51,26,36.6,36.6,0,2749,1
1104294,26.03,26.09,72.47,26,36.7,36.7,0,2753,1
1105304,26.15,26.1,72.27,26,36.9,36.9,0,2773,1
1106314,26.27,26.13,71.94,26,37.2,37.2,0,2806,1
1107324,26.36,26.16,71.85,26,37.4,37.4,0,2814,1
1108334,26.33,26.2,71.43,26,37.8,37.8,0,2857,1
1109344,26.44,26.22,71.27,26,38.2,38.2,0,2872,1
1110354,26.24,26.23,70.97,26,38.6,38.6,0,2902,1
