ms,T_rawC,T_filtC,u_PID_pct,SP_C,Fan_in_pct,Fan_out_pct,safety,u_delay_us,gate
1111364,26.49,26.24,70.7,26,38.9,38.9,0,2929,1
1112374,26.85,26.32,70.2,26,39.6,39.6,0,2980,1
1113384,27.29,26.38,69.67,26,40.2,40.2,0,3033,1
1114394,27.11,26.49,68.94,26,41.2,41.2,0,3106,1
1115404,27.07,26.56,68.27,26,42,42,0,3172,1
1116414,27.97,26.65,67.35,26,43.2,43.2,0,3264,1
1117424,27.17,26.77,66.41,26,44.4,44.4,0,3358,1
1118434,27,26.82,65.35,26,45.7,45.7,0,3464,1
1119444,27.22,26.86,64.37,26,47,47,0,3562,1
1120454,27.07,26.89,63.22,26,48.5,48.5,0,3677,1
1121464,26.99,26.93,62.09,26,49.9,49.9,0,3791,1
1122474,27.22,26.95,61.06,26,51.4,51.4,0,3893,1
1123484,27.35,27,59.72,26,52.9,52.9,0,4027,1
1124494,27.4,27.02,58.75,26,54.4,54.4,0,4125,1
