epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,241.68,0.99609,0.71998,1.27066,0.95823,0.98023,0.99287,0.73044,0.94895,0.46384,1.10139,0.00126631,0.00126631,0.00126631
25,254.83,0.99942,0.71725,1.27652,0.97701,0.97269,0.99001,0.71981,0.99655,0.46485,1.16293,0.00125923,0.00125923,0.00125923
26,268.5,0.97435,0.70326,1.26906,0.9536,0.98303,0.99381,0.72114,0.96163,0.44035,1.10909,0.00125216,0.00125216,0.00125216
27,281.881,0.98577,0.69989,1.25769,0.90508,0.94433,0.98791,0.69732,1.02462,0.5217,1.15644,0.00124509,0.00124509,0.00124509
28,295.548,0.9745,0.69064,1.25024,0.98674,0.98374,0.99409,0.73202,0.97133,0.42462,1.12057,0.00123801,0.00123801,0.00123801
29,309.25,0.9755,0.69048,1.25288,0.98136,0.9662,0.99298,0.70573,1.02796,0.47654,1.13756,0.00123094,0.00123094,0.00123094
30,323.476,0.9649,0.69339,1.27103,0.95816,0.97972,0.99172,0.71186,1.03835,0.50228,1.16157,0.00122387,0.00122387,0.00122387
31,338.144,0.95095,0.66535,1.23882,0.97062,0.99187,0.99484,0.73135,0.99172,0.42662,1.1094,0.00121679,0.00121679,0.00121679
32,352.381,0.96178,0.67134,1.23486,0.97404,0.9633,0.99088,0.73054,0.95242,0.43918,1.0961,0.00120972,0.00120972,0.00120972
33,366.504,0.94298,0.6623,1.23291,0.96909,0.98181,0.99258,0.71474,1.02147,0.45127,1.13762,0.00120265,0.00120265,0.00120265
34,381.437,0.9649,0.66142,1.25151,0.9793,0.96106,0.99381,0.75083,0.93759,0.41488,1.08606,0.00119557,0.00119557,0.00119557
35,395.807,0.9316,0.64884,1.22897,0.97025,0.98597,0.99405,0.6978,1.06432,0.46285,1.1802,0.0011885,0.0011885,0.0011885
36,410.552,0.92852,0.64745,1.22472,0.97143,1,0.99384,0.72986,0.95662,0.43107,1.12795,0.00118143,0.00118143,0.00118143
37,426.083,0.93877,0.63686,1.23879,0.97893,0.97801,0.99374,0.71407,0.99593,0.4203,1.14647,0.00117435,0.00117435,0.00117435
38,441.029,0.93607,0.64427,1.22882,0.9852,0.98918,0.99277,0.71748,1.00386,0.42556,1.11789,0.00116728,0.00116728,0.00116728
39,456.965,0.92046,0.62594,1.21471,0.98188,0.98374,0.99371,0.73758,0.97554,0.42202,1.08897,0.00116021,0.00116021,0.00116021
40,472.323,0.92235,0.6273,1.22342,0.97544,0.98374,0.99387,0.72052,0.96784,0.40403,1.11986,0.00115313,0.00115313,0.00115313
41,488.005,0.91526,0.62118,1.20677,0.973,0.97561,0.98961,0.72711,0.96784,0.44343,1.10994,0.00114606,0.00114606,0.00114606
42,502.7,0.93117,0.62463,1.22698,0.97668,0.99005,0.99326,0.73167,0.96674,0.42452,1.10681,0.00113898,0.00113898,0.00113898
43,518.483,0.91406,0.62108,1.22715,0.91835,0.98463,0.99114,0.74463,0.94083,0.42428,1.08597,0.00113191,0.00113191,0.00113191
44,534.377,0.91886,0.63653,1.21374,0.96535,0.98261,0.99238,0.71571,1.00852,0.44659,1.14013,0.00112484,0.00112484,0.00112484
45,550.477,0.91319,0.6124,1.20872,0.96739,0.97247,0.9915,0.72334,0.96757,0.4045,1.12778,0.00111776,0.00111776,0.00111776
46,566.366,0.89478,0.6123,1.19929,0.97493,0.98278,0.99258,0.71312,1.01979,0.42531,1.17882,0.00111069,0.00111069,0.00111069
47,582.308,0.90016,0.59392,1.21079,0.96813,0.98374,0.99129,0.73172,0.95322,0.41529,1.09813,0.00110362,0.00110362,0.00110362
48,598.145,0.90262,0.59969,1.20325,0.966,1,0.99388,0.73326,0.97789,0.41777,1.11889,0.00109654,0.00109654,0.00109654
49,614.498,0.89996,0.60269,1.20514,0.98427,0.98274,0.99356,0.76023,0.91851,0.39309,1.08174,0.00108947,0.00108947,0.00108947
50,631.354,0.89292,0.59905,1.19546,0.98813,0.97448,0.99346,0.75406,0.92609,0.39171,1.07835,0.0010824,0.0010824,0.0010824
51,647.172,0.89204,0.59873,1.19238,0.98639,0.97485,0.99406,0.72872,0.96615,0.39468,1.09543,0.00107532,0.00107532,0.00107532
52,663.617,0.87815,0.58532,1.18896,0.98454,0.97448,0.99435,0.73868,0.92716,0.3824,1.07061,0.00106825,0.00106825,0.00106825
53,679.281,0.87391,0.57383,1.18094,0.99538,0.97903,0.99409,0.73045,0.99953,0.407,1.12284,0.00106118,0.00106118,0.00106118
54,695.692,0.88902,0.58425,1.19634,0.98397,0.98374,0.99409,0.72025,0.99666,0.39699,1.10582,0.0010541,0.0010541,0.0010541
55,711.818,0.889,0.58311,1.18999,0.98846,0.98374,0.99423,0.74687,0.91671,0.38436,1.09155,0.00104703,0.00104703,0.00104703
56,728.501,0.86517,0.57369,1.1806,0.98875,0.97448,0.99338,0.74431,0.94608,0.39603,1.10041,0.00103995,0.00103995,0.00103995
57,744.973,0.86941,0.59196,1.18728,0.99601,0.98933,0.99482,0.75719,0.94031,0.39229,1.07635,0.00103288,0.00103288,0.00103288
58,761.516,0.86838,0.56551,1.18072,0.98413,0.98573,0.99468,0.74644,0.94117,0.37453,1.08225,0.00102581,0.00102581,0.00102581
59,778.388,0.8596,0.56177,1.17454,0.98816,0.98691,0.99387,0.74919,0.94726,0.38326,1.08568,0.00101873,0.00101873,0.00101873
60,794.465,0.8654,0.56649,1.18539,0.98691,0.98374,0.99396,0.75731,0.93875,0.37512,1.06652,0.00101166,0.00101166,0.00101166
61,811.342,0.86788,0.56966,1.18281,0.9922,0.98329,0.99359,0.75139,0.94596,0.3708,1.06141,0.00100459,0.00100459,0.00100459
62,827.408,0.84014,0.54956,1.16524,0.97632,0.9662,0.99072,0.74317,0.95972,0.4055,1.06752,0.000997513,0.000997513,0.000997513
63,843.753,0.86213,0.55479,1.17036,0.97662,0.98444,0.99314,0.75601,0.92041,0.36427,1.06899,0.00099044,0.00099044,0.00099044
64,860.528,0.84849,0.55851,1.17226,0.98515,0.98374,0.99338,0.7442,0.96092,0.38237,1.09016,0.000983366,0.000983366,0.000983366
65,876.35,0.83242,0.53556,1.15651,0.98575,0.97129,0.99256,0.7614,0.92832,0.37521,1.07899,0.000976293,0.000976293,0.000976293
66,893.321,0.84398,0.54312,1.16147,0.97723,0.97962,0.99314,0.75314,0.95542,0.39026,1.10038,0.000969219,0.000969219,0.000969219
67,909.682,0.84548,0.5582,1.17152,0.96702,0.98493,0.99349,0.74442,0.96866,0.37914,1.0912,0.000962146,0.000962146,0.000962146
68,926.654,0.83153,0.52905,1.15314,0.98778,0.97431,0.99346,0.73938,0.95851,0.39098,1.10331,0.000955072,0.000955072,0.000955072
69,943.044,0.8273,0.5365,1.16193,0.95077,0.97364,0.99107,0.75378,0.91766,0.39352,1.07408,0.000947999,0.000947999,0.000947999
70,959.408,0.84274,0.54778,1.17148,0.98815,0.97957,0.99424,0.75164,0.94407,0.38075,1.09509,0.000940925,0.000940925,0.000940925
71,976.485,0.83471,0.54487,1.16464,0.98165,0.97807,0.99306,0.739,0.95703,0.39496,1.10171,0.000933851,0.000933851,0.000933851
72,993.474,0.83005,0.53395,1.16408,0.99344,0.97265,0.99299,0.73207,0.97817,0.40076,1.10609,0.000926778,0.000926778,0.000926778
73,1010.22,0.8343,0.54397,1.15904,0.9781,0.97305,0.99288,0.7531,0.94008,0.38062,1.09146,0.000919704,0.000919704,0.000919704
74,1028.03,0.82068,0.52758,1.14924,0.98814,0.96949,0.99391,0.75271,0.94204,0.37594,1.06892,0.000912631,0.000912631,0.000912631
75,1045.26,0.8163,0.52792,1.14856,0.97611,0.98245,0.99324,0.7634,0.92603,0.36716,1.06396,0.000905557,0.000905557,0.000905557
76,1062.45,0.82337,0.54383,1.16292,0.98608,0.96427,0.99403,0.73741,0.96445,0.37454,1.0725,0.000898484,0.000898484,0.000898484
77,1079.93,0.82392,0.52745,1.15034,0.9514,0.97605,0.99308,0.73972,0.92763,0.37678,1.0698,0.00089141,0.00089141,0.00089141
78,1097.12,0.80939,0.52005,1.14494,0.96712,0.97304,0.99368,0.73795,0.93812,0.37867,1.06756,0.000884337,0.000884337,0.000884337
79,1114.54,0.81764,0.5179,1.14455,0.97416,0.98302,0.99256,0.74406,0.94436,0.37434,1.08666,0.000877263,0.000877263,0.000877263
80,1132.26,0.81822,0.50549,1.14352,0.98593,0.97831,0.99381,0.75184,0.96229,0.38207,1.1042,0.00087019,0.00087019,0.00087019
81,1149.58,0.82136,0.51716,1.15785,0.974,0.98374,0.99297,0.74473,0.95944,0.38068,1.05798,0.000863116,0.000863116,0.000863116
82,1166.25,0.81759,0.51607,1.14696,0.96779,0.97754,0.99349,0.75982,0.92345,0.3723,1.05101,0.000856042,0.000856042,0.000856042
83,1183.3,0.81811,0.5177,1.15001,0.98008,0.97561,0.99384,0.76286,0.91225,0.37574,1.05721,0.000848969,0.000848969,0.000848969
84,1200.48,0.80727,0.50489,1.14127,0.98254,0.96998,0.9942,0.73208,0.95951,0.37639,1.08297,0.000841895,0.000841895,0.000841895
85,1217.62,0.7888,0.51016,1.13771,0.99195,0.97944,0.99438,0.74689,0.93784,0.36264,1.06906,0.000834822,0.000834822,0.000834822
86,1235.46,0.79791,0.50516,1.12711,0.98922,0.98264,0.99341,0.74157,0.96842,0.37488,1.07461,0.000827748,0.000827748,0.000827748
87,1252.72,0.80752,0.50609,1.13624,0.98901,0.98198,0.99411,0.7486,0.93184,0.35886,1.05712,0.000820675,0.000820675,0.000820675
88,1270.62,0.78198,0.49046,1.12275,0.97326,0.98095,0.99378,0.73983,0.9947,0.37307,1.1059,0.000813601,0.000813601,0.000813601
89,1288.33,0.79501,0.49706,1.13131,0.97023,1,0.99444,0.74513,0.96174,0.35907,1.07041,0.000806528,0.000806528,0.000806528
90,1307.11,0.79654,0.50204,1.13797,0.98362,0.9747,0.99414,0.74852,0.96613,0.36314,1.07407,0.000799454,0.000799454,0.000799454
91,1325.58,0.79147,0.50805,1.14813,0.98784,0.98303,0.99375,0.74867,0.98115,0.36219,1.09754,0.00079238,0.00079238,0.00079238
92,1343.79,0.77198,0.50172,1.12946,0.97856,0.97973,0.99357,0.74011,0.95629,0.36578,1.08856,0.000785307,0.000785307,0.000785307
93,1362.84,0.77762,0.50131,1.12053,0.98978,0.97927,0.99423,0.74626,0.95622,0.35901,1.0864,0.000778233,0.000778233,0.000778233
94,1381.95,0.78897,0.49676,1.13049,0.99508,0.97093,0.99398,0.75159,0.96678,0.37354,1.09289,0.00077116,0.00077116,0.00077116
95,1400.57,0.77665,0.48657,1.13048,0.99354,0.98339,0.99438,0.74917,0.93671,0.3428,1.06457,0.000764086,0.000764086,0.000764086
96,1419.2,0.77172,0.48745,1.12256,0.97751,0.98374,0.99453,0.75195,0.93975,0.35858,1.07531,0.000757013,0.000757013,0.000757013
97,1438.01,0.78156,0.49056,1.11998,0.97642,0.97244,0.99353,0.75437,0.94023,0.36723,1.0902,0.000749939,0.000749939,0.000749939
98,1456.37,0.78036,0.49195,1.13706,0.98516,0.96272,0.99376,0.74226,0.95693,0.37196,1.08055,0.000742866,0.000742866,0.000742866
99,1474.62,0.75867,0.47634,1.11502,0.9907,0.98374,0.99368,0.74456,0.93853,0.36534,1.06742,0.000735792,0.000735792,0.000735792
100,1492.71,0.76962,0.47555,1.11769,0.9814,0.97312,0.99428,0.73462,0.97954,0.37668,1.10083,0.000728719,0.000728719,0.000728719
101,1510.61,0.75986,0.47976,1.10646,0.99828,0.9816,0.99438,0.7569,0.93356,0.35757,1.06236,0.000721645,0.000721645,0.000721645
102,1528.1,0.74505,0.46627,1.10126,0.9807,0.9774,0.9938,0.75029,0.9349,0.36134,1.06943,0.000714571,0.000714571,0.000714571
103,1545.62,0.7514,0.47491,1.11089,0.97749,0.98423,0.99375,0.76112,0.92084,0.36197,1.0636,0.000707498,0.000707498,0.000707498
104,1563.16,0.77933,0.4871,1.11495,0.98019,0.9673,0.9936,0.75269,0.93503,0.37748,1.07509,0.000700424,0.000700424,0.000700424
105,1580.57,0.7547,0.47626,1.10952,0.98289,0.98374,0.99423,0.7493,0.93445,0.34963,1.07958,0.000693351,0.000693351,0.000693351
106,1597.73,0.76397,0.47443,1.12665,0.98229,0.98374,0.99355,0.74348,0.95472,0.3543,1.09147,0.000686277,0.000686277,0.000686277
107,1615.13,0.7553,0.47558,1.11167,0.98472,0.98165,0.99412,0.74195,0.93907,0.36017,1.06264,0.000679204,0.000679204,0.000679204
108,1632.67,0.74516,0.46244,1.10344,0.98761,0.97965,0.99413,0.74953,0.93031,0.34823,1.05243,0.00067213,0.00067213,0.00067213
109,1649.45,0.74362,0.46079,1.10281,0.98783,0.98542,0.99428,0.74456,0.97031,0.35469,1.07722,0.000665057,0.000665057,0.000665057
110,1666.27,0.75193,0.46419,1.1063,0.99048,0.98374,0.99438,0.75457,0.94933,0.33492,1.06355,0.000657983,0.000657983,0.000657983
111,1683.12,0.73873,0.46091,1.09562,0.99123,0.97561,0.99428,0.74452,0.9656,0.35521,1.06826,0.000650909,0.000650909,0.000650909
112,1700.25,0.74738,0.45723,1.10261,0.9874,0.9845,0.99453,0.74657,0.98569,0.34975,1.09506,0.000643836,0.000643836,0.000643836
113,1718.94,0.75112,0.45843,1.10504,0.98527,0.98525,0.99414,0.73977,0.9608,0.34441,1.07978,0.000636762,0.000636762,0.000636762
114,1736.7,0.74901,0.45133,1.10239,0.98706,0.98266,0.99409,0.74832,0.94586,0.35298,1.05062,0.000629689,0.000629689,0.000629689
115,1754.24,0.74986,0.46099,1.1112,0.98394,0.98425,0.99398,0.75174,0.95185,0.35251,1.05969,0.000622615,0.000622615,0.000622615
116,1772,0.74177,0.45484,1.10668,0.98489,0.98769,0.99411,0.7415,0.95488,0.36947,1.06529,0.000615542,0.000615542,0.000615542
117,1789.18,0.72915,0.44812,1.08917,0.98033,0.98157,0.99384,0.74482,0.96925,0.36368,1.07887,0.000608468,0.000608468,0.000608468
118,1806.35,0.74453,0.47478,1.1128,0.97142,0.98468,0.99352,0.7459,0.96351,0.36417,1.06604,0.000601395,0.000601395,0.000601395
119,1822.69,0.73332,0.44973,1.09525,0.99388,0.98164,0.99441,0.76696,0.94588,0.35226,1.06317,0.000594321,0.000594321,0.000594321
120,1839.99,0.72873,0.45289,1.10095,0.99557,0.982,0.99409,0.7431,0.96525,0.34912,1.09171,0.000587248,0.000587248,0.000587248
121,1856.19,0.72731,0.44436,1.08793,0.99336,0.98286,0.99438,0.74591,0.97041,0.34656,1.07978,0.000580174,0.000580174,0.000580174
122,1873.63,0.72144,0.45043,1.09234,0.99663,0.97768,0.99396,0.74745,0.92023,0.34317,1.04388,0.0005731,0.0005731,0.0005731
123,1890.27,0.72944,0.44874,1.09662,0.99059,0.98106,0.99441,0.76228,0.94202,0.34492,1.07327,0.000566027,0.000566027,0.000566027
124,1907.14,0.72155,0.44564,1.09178,0.99474,0.9797,0.99399,0.74415,0.96461,0.35637,1.07783,0.000558953,0.000558953,0.000558953
125,1924.16,0.72587,0.4475,1.09874,0.98643,0.97561,0.99414,0.75234,0.93158,0.35445,1.06079,0.00055188,0.00055188,0.00055188
126,1941.1,0.70983,0.44627,1.09079,0.99736,0.9832,0.99424,0.74951,0.95468,0.34983,1.08519,0.000544806,0.000544806,0.000544806
127,1958.76,0.72823,0.44633,1.10008,0.98448,0.97448,0.99376,0.74079,0.93452,0.34445,1.06921,0.000537733,0.000537733,0.000537733
128,1975.36,0.70864,0.43659,1.07883,0.9861,0.98374,0.99381,0.74344,0.97147,0.35945,1.06786,0.000530659,0.000530659,0.000530659
